"time run Run #28"
4264.30
5831.10
6870.90
3181.48
5627.61
7330.37
6263.81
3623.15
5309.60
7298.98
5998.22
6748.24
6627.03
6646.05
3745.12
9147.03
4940.43
7263.97
4380.28
6988.59
6498.33
6729.03
6362.34
6296.42
6248.26
5183.44
6678.88
3615.88
7623.09
6014.64
7384.05
6278.43
4876.54
7447.70
7819.67
7194.33
6611.53
5392.28
4295.09
7502.17
5368.84
6281.29
6927.78
5481.44
5503.00
