"time run Run #7"
5282.28
3860.98
4181.02
5273.49
6412.61
5269.04
4843.74
5164.91
4481.84
4901.61
2651.95
6188.40
5098.28
4643.71
4865.18
4996.61
4008.53
4914.59
6081.51
5650.28
5386.64
3489.23
4081.87
1595.29
3088.61
3662.42
4231.69
2237.04
3793.32
5447.08
4237.81
5112.81
4515.08
4097.96
4532.91
4010.41
5098.28
4134.88
5722.45
4710.25
3823.64
4481.65
2152.48
5198.30
5081.62
4948.39
3898.49
2582.10
5778.61
