"time run Run #12"
5132.72
4577.42
4184.81
4721.66
5015.48
4299.72
5571.76
5714.68
5368.37
3689.94
1276.14
5895.44
4345.88
3765.15
4637.81
4712.31
2710.51
3705.41
3936.40
5481.68
5461.05
3753.30
4534.82
5292.89
4070.54
2498.13
4065.42
3432.04
3302.12
4809.88
5049.87
5421.65
3998.80
3815.06
4857.40
4766.11
2843.06
5081.26
4715.69
5024.11
3546.66
3317.37
4308.45
4247.42
4774.49
4248.61
4097.14
4038.39
4651.29
