"time run Run #8"
1288.11
2315.71
0.01
0.00
0.01
4973.45
5481.30
5517.87
3878.68
3818.79
3981.67
2932.28
3515.58
4458.38
4031.77
3585.51
2998.90
3695.16
4113.07
4333.47
4858.23
2358.09
4648.12
3892.87
4749.13
5233.09
4609.92
3704.49
4103.87
2549.19
3416.09
576.55
3831.88
4335.04
4603.02
4228.78
2839.84
4434.92
3828.46
3772.19
4999.20
4018.92
4652.17
6303.30
4165.29
4381.95
4915.61
3998.74
1913.81
3378.87
3548.54
