"time run Run #3"
3848.67
3766.94
4814.71
4536.48
4290.10
3591.92
5392.21
2707.14
4796.31
3665.38
4006.75
3268.26
5831.25
3156.30
5012.43
3944.65
5660.60
4104.13
4231.51
4465.11
5447.86
3448.29
2502.68
3808.13
4565.25
4247.38
5204.99
4848.08
3894.72
4459.36
1884.01
4118.54
4181.65
3998.66
3840.72
3408.02
4431.57
3346.41
4848.61
3898.56
4398.27
4431.12
2009.85
4115.16
3828.67
4848.31
5080.06
