"time run Run #22"
4758.01
3545.77
4431.87
3368.12
4190.09
3921.56
4872.59
3274.85
3433.13
6058.27
4047.99
5548.21
4414.22
3497.81
4528.24
4563.97
3555.83
4967.10
4249.49
3632.81
4311.81
4996.94
4580.32
3647.25
3672.37
3314.01
4680.17
4398.60
4763.27
4446.55
5436.33
5197.80
4748.38
3363.91
3308.60
3996.53
5311.35
5122.65
6497.63
6647.76
5061.54
4096.64
5198.22
3429.63
5498.01
5814.44
