"time run Run #16"
4315.60
4648.04
3481.47
5186.17
4896.85
4250.23
3179.72
4433.05
4815.52
5333.47
3998.27
3315.04
2449.04
4707.44
4200.64
4317.10
2933.65
5223.47
4027.73
4310.15
5077.35
3882.05
4141.89
3830.19
5445.25
4739.57
1930.80
4371.34
4814.77
5261.54
4631.98
2433.04
5065.15
3705.18
4849.40
2178.80
4875.21
3762.34
3565.90
2930.32
3063.15
4681.47
3862.53
3315.54
5827.79
4948.52
4229.10
