"time run Run #4"
5950.08
5792.13
5314.43
4378.28
4538.14
4867.55
5777.21
6104.89
4931.62
5083.19
5124.13
4566.95
5281.07
3800.38
4615.14
4126.05
5646.05
4105.36
4595.80
4886.56
4765.06
4702.52
3793.66
4077.90
4628.33
5717.46
3890.21
5286.21
4979.90
4987.68
3780.19
5581.23
4591.26
5876.15
4913.60
5533.94
4192.76
4331.78
4930.64
4833.00
4298.82
4445.34
5140.37
5081.68
4659.41
5731.53
4729.57
4998.11
