"time run Run #22"
8784.18
7658.09
4498.26
8080.81
6930.95
7329.38
6723.87
6630.90
7998.22
6244.34
7672.87
7336.08
6645.97
8797.14
8097.03
8379.02
9271.00
8038.68
7266.50
6856.06
8878.53
8191.17
8530.23
6746.84
6978.19
7147.28
7190.96
8033.42
6894.02
8533.50
7830.50
6219.60
8567.22
8497.01
8596.49
7165.88
8872.97
5820.20
8345.56
7819.31
6964.14
9613.97
7535.12
8298.06
6456.90
8758.21
6576.30
5653.35
