"time run Run #32"
5753.72
6512.66
7733.78
6205.65
7333.20
7156.53
6559.81
7680.61
9594.90
5947.88
7782.29
8447.04
6584.25
8966.29
6919.96
7548.38
7477.85
6488.77
8314.38
6815.51
3873.93
8020.02
8333.11
5715.50
6852.88
7452.93
7963.84
6330.88
7659.59
6281.21
7289.81
6523.99
7180.96
5964.50
6546.19
8214.01
7113.51
5967.74
5841.13
6816.32
6099.81
7389.39
6459.73
6219.51
6100.31
8130.52
5807.93
