"time run Run #5"
3148.81
3692.77
2815.68
2944.32
4197.01
3865.21
2549.22
3749.85
2625.50
2803.52
1864.28
3603.21
4699.55
3499.70
4940.62
3682.52
3888.81
3035.02
5220.62
3243.41
4158.26
3119.69
3651.48
4081.96
3748.73
4690.66
2922.91
4084.13
3481.72
3648.86
4202.37
3273.25
4115.24
4421.99
3548.94
3192.32
4323.76
4016.87
3970.81
3589.21
2191.13
3903.28
3681.14
1613.22
4262.45
3843.81
5111.67
3898.82
3446.71
