"time run Run #6"
3478.97
3749.02
4218.97
3760.49
3467.77
5003.45
4148.32
3702.70
4279.50
3918.89
0.00
4836.07
4757.23
3447.65
4426.02
6133.65
4829.86
4515.36
4502.07
4454.78
4584.14
3820.58
4476.29
4877.83
4128.13
4714.81
2155.89
4365.11
5010.16
4984.18
4134.58
3822.90
4031.96
3879.21
3415.43
4551.23
3548.84
2944.54
4577.37
4649.93
5636.76
4561.49
5129.32
5196.18
3982.08
2320.37
