"time run Run #20"
7128.03
7165.33
8093.64
6565.84
8730.27
5671.30
8656.24
6165.49
8092.99
5751.38
7326.23
7829.21
8130.32
6626.23
6353.26
877.48
7622.30
7714.02
6004.36
8855.34
4738.50
7849.17
6641.09
6670.43
6445.78
7198.60
8231.33
5774.29
8797.07
5845.33
5531.60
5135.47
7264.24
6213.95
6197.79
6457.87
6651.40
6437.13
7908.77
7213.64
7039.68
9513.78
4189.06
5573.28
6963.43
7697.23
5874.41
5875.98
6203.50
