"time run Run #31"
11630.75
6887.12
6466.17
6166.13
5178.26
5436.70
5809.22
6954.35
7274.26
7075.59
4122.15
7687.49
5330.65
5031.31
8465.45
6620.23
6247.52
6894.80
8058.57
5508.14
7516.56
5114.78
6764.36
7116.18
7216.96
6831.08
6853.37
7137.97
5896.42
6400.22
9129.91
6377.82
4752.87
7030.95
6986.01
5964.30
7247.57
8087.71
7594.53
7251.38
5140.55
5452.42
7079.40
6056.61
6709.14
5773.70
7572.30
