"time run Run #4"
2070.86
3093.58
4642.91
4828.62
3694.05
3765.13
4048.46
5181.60
3448.79
4303.40
3680.18
3663.91
4930.48
3299.05
3001.67
3015.42
3975.72
2965.66
3893.38
4138.48
4691.74
2872.09
3141.14
4498.61
3860.67
3239.18
4260.00
4438.15
4842.07
3582.41
2017.48
3065.66
3537.97
3751.93
3348.86
4548.02
3190.62
3080.87
4831.73
2693.69
5343.36
4315.01
2524.39
3015.35
3714.38
4698.37
3755.27
3965.61
