"time run Run #27"
4548.68
2642.69
4666.90
3575.38
6146.40
4565.16
6797.33
3870.10
5256.53
4181.27
3786.00
5054.03
5996.90
4630.81
4431.88
4365.11
4121.93
4863.71
3625.73
2882.92
4997.98
4248.32
4438.58
3620.56
4626.18
4430.72
4687.79
3948.45
4848.10
5495.72
5065.15
3742.49
2363.55
6226.53
3370.58
2982.54
3746.18
5264.90
4256.78
6307.56
3681.93
4562.66
4296.07
5147.75
3086.32
4498.52
4514.94
4210.89
4344.51
